Name,Price,CPU,RAM,Storage,Retailer,RAM_GB,Storage_GB,TextFeatures,Cluster
"Lenovo ThinkPad P16 G2 16"" Workstation WQXGA",38625.0,Core i7-13700HX,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core i7-13700HX,7.0
"MSI Modern 15 B7M 15,6"" FHD",9990.0,Ryzen 7 7730U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 7 7730U,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12488.0,Ryzen 7 7735U,16 GB RAM,1TB SSD,Komplett,16.0,1024.0,Ryzen 7 7735U,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12488.0,Ryzen 7 7735U,16 GB RAM,1TB SSD,Komplett,16.0,1024.0,Ryzen 7 7735U,9.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12488.0,Ryzen 7 7735U,16 GB RAM,1TB SSD,Komplett,16.0,1024.0,Ryzen 7 7735U,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12488.0,Ryzen 7 7735U,16 GB RAM,1TB SSD,Komplett,16.0,1024.0,Ryzen 7 7735U,9.0
"Lenovo ThinkPad T16 G3 16"" WUXGA",19988.0,Core U7-155U,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core U7-155U,1.0
"Lenovo ThinkPad T16 G3 16"" WUXGA",19988.0,Core U7-155U,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core U7-155U,9.0
"Lenovo V15 G4 15,6"" Full HD",7488.0,Core i5-1335U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-1335U,8.0
"Lenovo V15 G4 15,6"" Full HD",7488.0,Core i5-1335U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-1335U,8.0
"Lenovo V15 G4 15,6"" Full HD",7488.0,Core i5-1335U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-1335U,6.0
"Lenovo V15 G4 15,6"" Full HD",7488.0,Core i5-1335U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-1335U,6.0
"Lenovo V15 G4 15,6"" Full HD",7488.0,Core i5-1335U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core i5-1335U,6.0
"Asus ROG Strix 16"" WQXGA 240 Hz",37990.0,Core Ultra 9 275HX,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 9 275HX,7.0
Macbook Pro 14 M4 (2024) 1TB (rymdsvart),28595.0,Apple 10-core GPU,24GB RAM,1TB SSD,Komplett,24.0,1024.0,Apple 10-core GPU,1.0
Macbook Pro 14 M4 (2024) 1TB (rymdsvart),28595.0,Apple 10-core GPU,24GB RAM,1TB SSD,Komplett,24.0,1024.0,Apple 10-core GPU,1.0
"Lenovo ThinkPad P14s G5 14"" Workstation WUXGA",26863.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,1.0
"Lenovo ThinkPad P14s G5 14"" Workstation WUXGA",26863.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,1.0
"HP EliteBook X Flip G1i 14"" WUXGA Touch Copilot+ PC",32229.0,Core Ultra 7 258V,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 7 258V,7.0
"HP EliteBook X Flip G1i 14"" WUXGA Touch Copilot+ PC",32229.0,Core Ultra 7 258V,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 7 258V,1.0
"Lenovo ThinkPad P16s G3 16"" Workstation WUXGA",23113.0,Core U7-155H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155H,1.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 15"" QHD Touch",24988.0,Core Ultra 7 266V,16 GB RAM,256 GB SSD,Komplett,16.0,256.0,Core Ultra 7 266V,1.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 15"" QHD Touch",24988.0,Core Ultra 7 266V,16 GB RAM,256 GB SSD,Komplett,16.0,256.0,Core Ultra 7 266V,7.0
"HP EliteBook X Flip G1i 14"" WUXGA Touch Copilot+ PC",26092.0,Core Ultra 5 228V,32 GB RAM,512 GB SSD,Komplett,32.0,512.0,Core Ultra 5 228V,7.0
"HP EliteBook X Flip G1i 14"" WUXGA Touch Copilot+ PC",26092.0,Core Ultra 5 228V,32 GB RAM,512 GB SSD,Komplett,32.0,512.0,Core Ultra 5 228V,1.0
"Microsoft Surface Laptop 7 Copilot+ PC 13,8"" Touch",27499.0,unknown_cpu,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,unknown_cpu,1.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",44988.0,Core U7-165H,64GB RAM,1TB SSD,Komplett,64.0,1024.0,Core U7-165H,7.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",44988.0,Core U7-165H,64GB RAM,1TB SSD,Komplett,64.0,1024.0,Core U7-165H,7.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",40613.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,7.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",40613.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,7.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",34363.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,7.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",34363.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,1.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",34363.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,7.0
"Microsoft Surface Laptop Copilot+ PC C12 13,8"" touch (svart)",19490.0,unknown_cpu,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,unknown_cpu,3.0
"Lenovo ThinkPad P16 G2 16"" Workstation WQXGA",43113.0,Core i9-13980HX,64GB RAM,1TB SSD,Komplett,64.0,1024.0,Core i9-13980HX,7.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",28738.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,7.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",28738.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,1.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",28738.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,7.0
"Lenovo ThinkPad P16 G2 16"" Workstation WQXGA",55613.0,Core i9-13980HX,64GB RAM,1TB SSD,Komplett,64.0,1024.0,Core i9-13980HX,7.0
"Microsoft Surface Pro 10 for Business 13"" Touch (Black)",23499.0,Core Ultra 5 135U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 5 135U,1.0
"Microsoft Surface Pro Copilot+ PC 11"" Touch",18749.0,unknown_cpu,16GB RAM,512GB SSD,Komplett,16.0,512.0,unknown_cpu,3.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 15"" QHD Touch",33738.0,Core U7-268V,32GB RAM,1GB SSD,Komplett,32.0,1.0,Core U7-268V,1.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 15"" QHD Touch",33738.0,Core U7-268V,32GB RAM,1GB SSD,Komplett,32.0,1.0,Core U7-268V,7.0
"Lenovo ThinkPad T14s G6 14"" Full HD+ Copilot+ PC",24988.0,Ryzen AI 7 Pro 360,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Ryzen AI 7 Pro 360,1.0
"Lenovo ThinkPad X1 Carbon G13 14"" 2.8K OLED Aura Copilot+ PC",32488.0,Core U7-258V,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core U7-258V,7.0
"Microsoft Surface Pro 11 Copilot+ PC 13"" OLED Touch",22499.0,unknown_cpu,16GB RAM,512GB SSD,Komplett,16.0,512.0,unknown_cpu,3.0
"Samsung Galaxy Book4 Ultra 16"" WQXGA+ Inkl. Samsung 27"" 27A60P skärm",43990.0,Core Ultra 9 185H,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 9 185H,7.0
Macbook Pro 14 M4 (2024) 1TB (silver),26990.0,Apple 10-core GPU,24GB RAM,1TB SSD,Komplett,24.0,1024.0,Apple 10-core GPU,1.0
Macbook Pro 14 M4 (2024) 1TB (silver),26990.0,Apple 10-core GPU,24GB RAM,1TB SSD,Komplett,24.0,1024.0,Apple 10-core GPU,1.0
"Asus ROG Zephyrus G14 14"" 3K OLED",41490.0,Ryzen AI 9 HX 370,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Ryzen AI 9 HX 370,7.0
Macbook Pro 14 M4 (2024) 1TB (rymdsvart),25790.0,Apple 10-core GPU,16GB RAM,1TB SSD,Komplett,16.0,1024.0,Apple 10-core GPU,1.0
Macbook Pro 14 M4 (2024) 1TB (rymdsvart),25790.0,Apple 10-core GPU,16GB RAM,1TB SSD,Komplett,16.0,1024.0,Apple 10-core GPU,1.0
"MSI Creator 16 AI Studio 16"" UHD+",40990.0,Core Ultra 9 185H,64 GB RAM,2 TB SSD,Komplett,64.0,2048.0,Core Ultra 9 185H,7.0
"HP EliteBook 640 G10 14"" Full HD",13628.0,Core i5-1335U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core i5-1335U,9.0
Macbook Air 15 (2024) 512GB (silver),18590.0,Apple 10-Core GPU,16GB RAM,512GB  SSD,Komplett,16.0,512.0,Apple 10-Core GPU,9.0
MacBook Air 13 (2022) 512GB (midnatt),13540.0,Apple 10-Core GPU,8GB RAM,512GB SSD,Komplett,8.0,512.0,Apple 10-Core GPU,9.0
MacBook Air 13 (2022) 512GB (rymdgrå),13540.0,Apple 10-Core GPU,8GB RAM,512GB SSD,Komplett,8.0,512.0,Apple 10-Core GPU,9.0
"Asus Chromebook CX1 15,6"" FHD",2999.0,unknown_cpu,4 GB RAM,64 GB eMMC,Komplett,4.0,64.0,unknown_cpu,3.0
"Asus VivoBook 14 D1407KA 14"" WUXGA",9990.0,Ryzen AI 5 340,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen AI 5 340,8.0
"MSI Summit E13 AI Evo 13,3"" FHD Touch",24490.0,Core Ultra 7 258V,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 7 258V,1.0
"ASUS Vivobook S14 14"" WUXGA OLED",13990.0,Core Ultra 5 226V,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core Ultra 5 226V,9.0
"HP OmniBook X Laptop 14-fe0052no 14"" 2.2K Touch",9990.0,unknown_cpu,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,unknown_cpu,3.0
"MSI Stealth 18 HX AI 18"" QHD+",41990.0,Core Ultra 9 285HX,32 GB RAM,2 TB SSD,Komplett,32.0,2048.0,Core Ultra 9 285HX,7.0
"MSI Venture 14 AI A1M 14"" 2.8K OLED",12990.0,Core Ultra 5 125H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 5 125H,9.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",11238.0,Core U5-125U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",11238.0,Core U5-125U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,8.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",11238.0,Core U5-125U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo IdeaPad Pro 5 14"" 2.8K OLED",15490.0,Ryzen 7 8845HS,16 GB RAM,1 TB SSD,Komplett,16.0,1024.0,Ryzen 7 8845HS,8.0
"HP EliteBook 840 G11 14"" WUXGA",18898.0,Core Ultra 5 125H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 5 125H,9.0
"HP EliteBook 840 G11 14"" WUXGA",18898.0,Core Ultra 5 125H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 5 125H,1.0
"HP EliteBook 1040 G11 14"" WUXGA Touch",26875.0,Core U5-125H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U5-125H,1.0
Macbook Pro 16 M4 Pro (2024) 512GB (rymdsvart),34990.0,Apple 20-core GPU,24GB RAM,512GB SSD,Komplett,24.0,512.0,Apple 20-core GPU,7.0
"MSI Prestige 14 AI Studio 14"" WUXGA",18990.0,Core Ultra 7 155H,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 7 155H,1.0
"HP ProBook 460 G11 16"" WUXGA",13161.0,Core U5-125U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"HP ProBook 460 G11 16"" WUXGA",13161.0,Core U5-125U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"HP ZBook Firefly 16 G11 16"" Mobile Workstation WUXGA",26511.0,Core Ultra 7 155H,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 7 155H,1.0
"HP ZBook Firefly 16 G11 16"" Mobile Workstation WUXGA",26511.0,Core Ultra 7 155H,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 7 155H,1.0
"Asus ROG Strix G18 18"" WQXGA 240 Hz",39990.0,Core Ultra 9 275HX,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 9 275HX,7.0
"Lenovo ThinkPad L13 G5 13,3"" WUXGA",16238.0,Core U7-155U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U7-155U,9.0
"Lenovo ThinkPad L13 G5 13,3"" WUXGA",16238.0,Core U7-155U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U7-155U,9.0
"MSI Summit A16 AI+ 16"" QHD+ Touch",26490.0,Ryzen AI 9 365,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Ryzen AI 9 365,1.0
"Lenovo ThinkPad T14 G5 14"" WUXGA",22488.0,Core U7-155U,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155U,1.0
"Lenovo ThinkPad T14 G5 14"" WUXGA",22488.0,Core U7-155U,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155U,9.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12863.0,Core U7-155H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155H,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12863.0,Core U7-155H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155H,9.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12863.0,Core U7-155H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155H,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",12863.0,Core U7-155H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155H,9.0
"Acer Chromebook 314 CB314 14"" FHD",3490.0,Intel N100,4 GB RAM,128 GB SSD,Komplett,4.0,128.0,Intel N100,6.0
"Lenovo ThinkPad P14s G5 14"" Workstation WUXGA",23113.0,Ryzen 7 Pro 8840HS,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Ryzen 7 Pro 8840HS,1.0
"Lenovo ThinkPad P14s G5 14"" Workstation WUXGA",23113.0,Ryzen 7 Pro 8840HS,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Ryzen 7 Pro 8840HS,1.0
"Lenovo ThinkBook 16 G7 16"" WUXGA",11238.0,Core U5-125U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkBook 16 G7 16"" WUXGA",11238.0,Core U5-125U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,8.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488.0,Core U5-125U,16 GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488.0,Core U5-125U,16 GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,8.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488.0,Core U5-125U,16 GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488.0,Core U5-125U,16 GB RAM,512GB SSD,Komplett,16.0,512.0,Core U5-125U,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",9988.0,Ryzen 5 7535U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7535U,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",9988.0,Ryzen 5 7535U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7535U,9.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",9988.0,Ryzen 5 7535U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7535U,8.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",9988.0,Ryzen 5 7535U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7535U,9.0
"Lenovo ThinkPad T14s G5 14"" WUXGA",19988.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkPad T14s G5 14"" WUXGA",19988.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,1.0
"Microsoft Surface Pro Copilot+ PC C10 13"" touch (svart)",16990.0,unknown_cpu,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,unknown_cpu,3.0
"Microsoft Surface Laptop Copilot+ PC C10 13,8"" touch (svart)",16990.0,unknown_cpu,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,unknown_cpu,3.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",39988.0,Core U9-185H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U9-185H,7.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",39988.0,Core U9-185H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U9-185H,1.0
"Lenovo ThinkPad P16v G2 16"" Workstation WUXGA",39988.0,Core U9-185H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U9-185H,7.0
"Microsoft Surface Laptop C12 Copilot+ PC 15"" touch (svart)",20990.0,unknown_cpu,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,unknown_cpu,3.0
"Microsoft Surface Pro C12 Copilot+ PC 13"" OLED touch (svart)",20990.0,unknown_cpu,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,unknown_cpu,3.0
"HP ZBook Fury G11 16"" Mobile Workstation WUXGA",42907.0,Core i7-14700HX,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core i7-14700HX,7.0
"Acer Aspire Lite 14"" WUXGA",6490.0,Core 3 N355,8 GB RAM,512 GB SSD,Komplett,8.0,512.0,Core 3 N355,6.0
"Acer Aspire Lite 17"" FHD",5290.0,Intel N150,4 GB RAM,128 GB SSD,Komplett,4.0,128.0,Intel N150,6.0
"Acer Aspire Lite 17"" FHD",5290.0,Intel N150,4 GB RAM,128 GB SSD,Komplett,4.0,128.0,Intel N150,6.0
"Acer Aspire Lite 17"" FHD",7290.0,Core i3-N355,8 GB RAM,512 GB SSD,Komplett,8.0,512.0,Core i3-N355,6.0
"Acer Aspire Lite 17"" FHD",7290.0,Core i3-N355,8 GB RAM,512 GB SSD,Komplett,8.0,512.0,Core i3-N355,6.0
"MSI Katana 15 HX 15,6"" QHD",21990.0,Core i9-14900HX,16 GB RAM,1 TB SSD,Komplett,16.0,1024.0,Core i9-14900HX,1.0
"Lenovo V14 G4 14"" Full HD",6863.0,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7520U,8.0
"Lenovo V14 G4 14"" Full HD",6863.0,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7520U,8.0
"MSI Cyborg 15 B2RWFKG 15,6"" FHD",16990.0,Core 5 210H,16 GB RAM,1 TB SSD,Komplett,16.0,1024.0,Core 5 210H,9.0
"Lenovo ThinkBook 16 G7 16"" WUXGA",10613.0,Ryzen 5-7335HS,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5-7335HS,9.0
"Lenovo ThinkBook 16 G7 16"" WUXGA",10613.0,Ryzen 5-7335HS,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5-7335HS,8.0
"Lenovo ThinkPad T14s G5 14"" WUXGA",24363.0,Core U7-155U,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155U,9.0
"Lenovo ThinkPad T14s G5 14"" WUXGA",24363.0,Core U7-155U,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155U,1.0
"Lenovo ThinkPad T16 G3 16"" WUXGA",17488.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,1.0
"Lenovo ThinkPad T16 G3 16"" WUXGA",17488.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"HP ZBook Firefly 14 G11 14"" Mobile Workstation Touch",26699.0,Core Ultra 7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core Ultra 7-155H,1.0
"Lenovo ThinkPad T14 G5 14"" WUXGA",17488.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,1.0
"Lenovo ThinkPad T14 G5 14"" WUXGA",17488.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",11238.0,Ryzen 5 7335HS,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7335HS,9.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",11238.0,Ryzen 5 7335HS,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7335HS,8.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",11238.0,Ryzen 5 7335HS,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7335HS,9.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",11238.0,Ryzen 5 7335HS,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Ryzen 5 7335HS,8.0
"HP ProBook 465 G11 16"" Full HD",12096.0,Ryzen 5 7535U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 7535U,8.0
"HP EliteBook 860 G11 16"" WUXGA",20079.0,Core Ultra 5 125H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 5 125H,1.0
"HP EliteBook 860 G11 16"" WUXGA",20079.0,Core Ultra 5 125H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 5 125H,1.0
"Asus ROG Strix G16 16"" WUXGA 165 Hz",31990.0,Ryzen 9 8940HX,16 GB RAM,1 TB SSD,Komplett,16.0,1024.0,Ryzen 9 8940HX,1.0
"Lenovo ThinkPad L13 G5 13,3"" WUXGA",14363.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"Lenovo ThinkPad L13 G5 13,3"" WUXGA",14363.0,Core U5-125U,16 GB RAM,512 GB SSD,Komplett,16.0,512.0,Core U5-125U,9.0
"HP ZBook Power G11 16"" Mobile Workstation WQXGA",31639.0,Ryzen 9 8945HS,64 GB RAM,1 TB SSD,Komplett,64.0,1024.0,Ryzen 9 8945HS,7.0
"Lenovo ThinkPad X9-14 G1 14"" WUXGA OLED Copilot+ PC",24150.0,Core Ultra 7 258V,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 7 258V,1.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",49490.0,Core Ultra 9 285H,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 9 285H,7.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",49490.0,Core Ultra 9 285H,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Core Ultra 9 285H,7.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",64990.0,Core Ultra 9 285H,64 GB RAM,2 TB SSD,Komplett,64.0,2048.0,Core Ultra 9 285H,7.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",64990.0,Core Ultra 9 285H,64 GB RAM,2 TB SSD,Komplett,64.0,2048.0,Core Ultra 9 285H,7.0
"Lenovo ThinkPad T14s G6 14"" WUXGA Copilot+ PC",23738.0,unknown_cpu,32GB RAM,1TB SSD,Komplett,32.0,1024.0,unknown_cpu,3.0
"HP EliteBook 840 G10 14"" Full HD",18024.0,Core i5-1335U,16GB RAM,256GB SSD,Komplett,16.0,256.0,Core i5-1335U,9.0
"HP EliteBook 840 G10 14"" Full HD",18024.0,Core i5-1335U,16GB RAM,256GB SSD,Komplett,16.0,256.0,Core i5-1335U,9.0
"HP EliteBook 1040 G11 14"" Full HD+ TOUCH",29679.0,Core U7-155H,32GB RAM,1TB SSD,Komplett,32.0,1024.0,Core U7-155H,1.0
"HP EliteBook 645 G11 14"" Full HD+",14439.0,Ryzen 5 7335U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 7335U,8.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 13,5"" QHD Touch",20613.0,Core Ultra 5 236V,16 GB RAM,256 GB SSD,Komplett,16.0,256.0,Core Ultra 5 236V,1.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",16863.0,Core U7-155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155U,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",16863.0,Core U7-155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155U,8.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",16863.0,Core U7-155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155U,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",16863.0,Core U7-155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core U7-155U,8.0
"HP EliteBook 660 G11 16"" WUXGA",19619.0,Core Ultra 7-155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 7-155U,1.0
"HP EliteBook 640 G11 14"" WUXGA",18799.0,Core Ultra 7-155U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 7-155U,1.0
"Asus ROG Strix SCAR 16"" WQXGA 240 Hz",45490.0,Core Ultra 9 275HX,32 GB RAM,2 TB SSD,Komplett,32.0,2048.0,Core Ultra 9 275HX,7.0
"Asus ROG Strix G16 16"" WQXGA 240 Hz",35490.0,Ryzen 9 9955HX,32 GB RAM,1 TB SSD,Komplett,32.0,1024.0,Ryzen 9 9955HX,7.0
"HP EliteBook 840 G11 14"" WUXGA",22099.0,Core Ultra 7-155H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 7-155H,9.0
"HP EliteBook 840 G11 14"" WUXGA",22099.0,Core Ultra 7-155H,16GB RAM,512GB SSD,Komplett,16.0,512.0,Core Ultra 7-155H,1.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",13488.0,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 PRO 7535U,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",13488.0,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,Komplett,16.0,512.0,Ryzen 5 PRO 7535U,8.0
